year,weight_class,round,winner,winner_school,win_method,score,loser,loser_school
2022,101,Round of 32,Sydney Kutzke,Indiana Tech (W),VFA,1:23 6-0,Ella Whitaker,York (W)
2022,143,Round of 64,Destiny Lyng,Oklahoma City (W),VSU,10-0 0:46,Brianne Whited,Central Methodist (W)
2022,130,Round of 64,Kaylee Moore,Eastern Oregon (W),VSU,10-0 0:58,Bailey Hoyt,Friends University (W)
2022,130,Round of 64,Andrea Schlabach,Grand View (W),VFA,1:47 9-0,Hayden Oaks,Ottawa (W)
2022,123,Round of 64,Alisha Van Scoy,University of St. Mary's (W),VSU1,12-2 3:16,Zoey Smith,Cumberlands (W)
2022,123,Round of 64,Allison Doppenberg,York (W),VSU1,16-6 3:16,McKenna Deckelman,Central Methodist (W)
2022,123,Round of 64,Jackie Ghent,Campbellsville (W),VSU,10-0 2:06,Alesandra Burgos,Brewton Parker (W)
2022,123,Round of 64,Rebekah Cordovas,Wayland Baptist (W),VFA,1:08 9-1,Sasha Bel,Simpson University
2022,155,Round of 64,Sienna Ramirez,Southern Oregon (W),VFA,1:13 8-0,Priscilla Luevano,Lyon
2022,123,Round of 64,Macy Higa,Eastern Oregon (W),VSU,10-0 0:58,Dakota Darby,Ottawa (W)
2022,123,Round of 64,Allison Hynes,Central Methodist (W),VSU,10-0 0:39,Michaela Childs,Oklahoma City (W)
2022,191,Round of 32,Karrah Smith,Southern Oregon (W),BYE,,,
2022,109,Round of 32,Stephanie Blankenship,Eastern Oregon (W),BYE,,,
2022,123,Consi of 32 #2,Mami Selemani,William Penn (W),BYE,,,
2022,143,Round of 64,Lianna Souza,Wayland Baptist (W),BYE,,,
2022,170,Consi of 16 #2,Andrea Smith,William Penn (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Brianna Munoz,Midland (W),BYE,,,
2022,191,Consi of 16 #1,Grace Todhunter,Jamestown (W),BYE,,,
2022,143,Round of 64,Derriane Morrison,Ottawa (W),BYE,,,
2022,191,Round of 32,Jesse Kirby,Cumberlands (W),BYE,,,
2022,155,Round of 64,tyeisha takamori,Midland (W),BYE,,,
2022,130,Consi of 32 #2,Lydia Nelson,William Penn (W),BYE,,,
2022,143,Round of 64,Nayeli Maston,Eastern Oregon (W),BYE,,,
2022,130,Consi of 32 #2,Rebekah Garcia,Lyon,BYE,,,
2022,143,Round of 64,Kaylee Narlock,Jamestown (W),BYE,,,
2022,130,Consi of 32 #2,Gwendolyn Grimes,William Penn (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,191,Consi of 16 #1,Grace Montierth,Hastings (W),BYE,,,
2022,155,Consi of 32 #2,Marissa Salazar,Friends University (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Leilah Castro,Campbellsville (W),BYE,,,
2022,143,Round of 64,Marianyeli Mercado,Brewton Parker (W),BYE,,,
2022,130,Round of 64,Olivia Mottley,Life (W),BYE,,,
2022,130,Round of 64,Allie Baudhuin,Jamestown (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,116,Round of 32,Catherine Steinkamp,William Penn (W),BYE,,,
2022,143,Round of 64,Madison Diaz,Grand View (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #2,Ingrid Beltran-Gonzaga,Ottawa (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Devin Patton,Texas Wesleyan (W),BYE,,,
2022,130,Round of 64,Gwendolyn Grimes,William Penn (W),BYE,,,
2022,130,Round of 64,Leidaly Rivera,Brewton Parker (W),BYE,,,
2022,170,Consi of 16 #1,Abby Beeck,Hastings (W),BYE,,,
2022,191,Consi of 16 #1,Alyandina Makanalani Bushe,Missouri Valley (W),BYE,,,
2022,123,Consi of 32 #1,Michaela Childs,Oklahoma City (W),BYE,,,
2022,143,Round of 64,Ingrid Beltran-Gonzaga,Ottawa (W),BYE,,,
2022,191,Consi of 16 #1,De'Zirae White,Missouri Valley (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,155,Round of 64,Tiyanha Askew,Missouri Baptist (W),BYE,,,
2022,143,Round of 64,Ashlee Vaughan,Oklahoma City (W),BYE,,,
2022,155,Consi of 32 #2,Vanessa Bautista,University of St. Mary's (W),BYE,,,
2022,143,Round of 64,Taylor Whitehurst,Cumberlands (W),BYE,,,
2022,130,Consi of 32 #1,Bailey Hoyt,Friends University (W),BYE,,,
2022,170,Consi of 16 #1,,,BYE,,,
2022,143,Round of 64,Maryellen Lafferty,Texas Wesleyan (W),BYE,,,
2022,170,Consi of 16 #2,Charity Goldsmith-Ding,York (W),BYE,,,
2022,191,Round of 32,Jojo Hendricks,Waldorf (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,191,Consi of 16 #1,Grace Brown,Grand View (W),BYE,,,
2022,155,Round of 64,Haylee McDonald,Central Christian (W),BYE,,,
2022,130,Consi of 32 #1,Joanna Vanderwood,Iowa Wesleyan University (W),BYE,,,
2022,130,Consi of 32 #2,Cassidy Anderson,Central Christian (W),BYE,,,
2022,155,Round of 64,Dempsi Talkington,Eastern Oregon (W),BYE,,,
2022,170,Round of 32,Jasmin Ballesteros,Midland (W),BYE,,,
2022,155,Consi of 32 #2,Shianne Whited,Central Methodist (W),BYE,,,
2022,123,Round of 64,Nichole Moore,Baker (W),BYE,,,
2022,155,Consi of 32 #2,Kimberly Pollak,Hastings (W),BYE,,,
2022,123,Consi of 32 #1,Zoey Smith,Cumberlands (W),BYE,,,
2022,143,Round of 64,Brelane Huber,Campbellsville (W),BYE,,,
2022,143,Round of 64,Kaydince Turner,Hastings (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,155,Consi of 32 #2,Mandy Camacho,Jamestown (W),BYE,,,
2022,155,Round of 64,McKenzie Cook,Lincoln,BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,170,Round of 32,Maylee Edwards,William Penn (W),BYE,,,
2022,143,Round of 64,Kailee Godinez,Cumberlands (W),BYE,,,
2022,143,Consi of 32 #2,Ashlee Vaughan,Oklahoma City (W),BYE,,,
2022,123,Round of 64,Adrienna Turner,Grand View (W),BYE,,,
2022,191,Round of 32,MaQuoia Bernabe,Cumberlands (W),BYE,,,
2022,191,Consi of 16 #1,Alexis Tupuola,Providence (W),BYE,,,
2022,123,Consi of 32 #2,Allison Hynes,Central Methodist (W),BYE,,,
2022,123,Consi of 32 #1,Alesandra Burgos,Brewton Parker (W),BYE,,,
2022,155,Round of 64,Vanessa Bautista,University of St. Mary's (W),BYE,,,
2022,130,Consi of 32 #2,Tabitha Wood,Hastings (W),BYE,,,
2022,191,Round of 32,Lucero Cuevas,Friends University (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,130,Consi of 32 #2,Olivia Mottley,Life (W),BYE,,,
2022,130,Consi of 32 #2,Cindy Zepeda,Menlo,BYE,,,
2022,155,Consi of 32 #1,Priscilla Luevano,Lyon,BYE,,,
2022,101,Consi of 16 #1,Ella Whitaker,York (W),BYE,,,
2022,191,Round of 32,Emily Sandoval,Menlo,BYE,,,
2022,130,Consi of 32 #2,Gabbie Parini,Providence (W),BYE,,,
2022,130,Round of 64,Kaelyn Siason,Providence (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,109,Round of 32,Angelique Martinez,Ottawa (W),BYE,,,
2022,101,Round of 32,Ira Navarro,Providence (W),BYE,,,
2022,155,Consi of 32 #2,McKenzie Cook,Lincoln,BYE,,,
2022,155,Round of 64,Kimberly Pollak,Hastings (W),BYE,,,
2022,155,Round of 64,Autumn Terhune,Indiana Tech (W),BYE,,,
2022,123,Consi of 32 #2,Dylan Hernandez,Cumberlands (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,130,Round of 64,Jaden South,Corban (W),BYE,,,
2022,123,Round of 64,Geneva Winston,Brewton Parker (W),BYE,,,
2022,101,Consi of 16 #1,Malarie Dominguez,Wayland Baptist (W),BYE,,,
2022,143,Round of 64,Susana Mondragon,Avila University (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,155,Round of 64,Jennifer Jimenez,Waldorf (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Kimberly Evangelista,Central Christian (W),BYE,,,
2022,170,Round of 32,Olivia Robinson,Eastern Oregon (W),BYE,,,
2022,130,Consi of 32 #2,Willow Barnes,Missouri Valley (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,143,Round of 64,Morgan Shines,Eastern Oregon (W),BYE,,,
2022,130,Round of 64,Desinee Lopez,Southern Oregon (W),BYE,,,
2022,155,Round of 64,Leilani Hernandez,Texas Wesleyan (W),BYE,,,
2022,155,Consi of 32 #2,Toyia Griffin,William Penn (W),BYE,,,
2022,123,Consi of 32 #1,Sasha Bel,Simpson University,BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,143,Round of 64,Josette Partney,Missouri Baptist (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,170,Consi of 16 #1,Grace Doering,Indiana Tech (W),BYE,,,
2022,123,Round of 64,Ashley Whetzal,Lyon,BYE,,,
2022,123,Consi of 32 #2,Katy Figueroa,York (W),BYE,,,
2022,109,Consi of 16 #1,Samantha Weeks,Jamestown (W),BYE,,,
2022,170,Round of 32,Catherine McNulty,Indiana Tech (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,170,Round of 32,Dymond Guilford,Cumberlands (W),BYE,,,
2022,109,Consi of 16 #1,Lana Hunt,Providence (W),BYE,,,
2022,130,Round of 64,Nanea Estrella,Menlo,BYE,,,
2022,155,Round of 64,Kaylynn Albrecht,Baker (W),BYE,,,
2022,155,Round of 64,Shianne Whited,Central Methodist (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,130,Round of 64,Jori Richardson,Brewton Parker (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,130,Round of 64,Tabitha Wood,Hastings (W),BYE,,,
2022,155,Round of 64,Alexys Zepeda,Corban (W),BYE,,,
2022,170,Consi of 16 #2,Danielle Saldivar,Missouri Valley (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Sophia Smith,Oklahoma City (W),BYE,,,
2022,130,Round of 64,Julissa Taitano,Southern Oregon (W),BYE,,,
2022,143,Round of 64,Sydney Boyle,York (W),BYE,,,
2022,155,Round of 64,Toyia Griffin,William Penn (W),BYE,,,
2022,123,Round of 64,Emma Jones,Indiana Tech (W),BYE,,,
2022,155,Round of 64,India Page,Brewton Parker (W),BYE,,,
2022,130,Round of 64,Katlyn Pizzo,Campbellsville (W),BYE,,,
2022,143,Round of 64,Tess Kinne,Missouri Valley (W),BYE,,,
2022,155,Round of 64,Sadie Antoque,Providence (W),BYE,,,
2022,123,Round of 64,Zoi Smith,Iowa Wesleyan University (W),BYE,,,
2022,143,Consi of 32 #2,Sydney Boyle,York (W),BYE,,,
2022,130,Round of 64,De'anna Prince,Wayland Baptist (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #2,Taylor Whitehurst,Cumberlands (W),BYE,,,
2022,130,Consi of 32 #2,Olivia Branson,Baker (W),BYE,,,
2022,191,Round of 32,Kelani Corbett,Lyon,BYE,,,
2022,143,Round of 64,Kai Morrison,Avila University (W),BYE,,,
2022,143,Round of 64,Ashleigh Denny,William Penn (W),BYE,,,
2022,143,Consi of 32 #2,Tess Kinne,Missouri Valley (W),BYE,,,
2022,143,Round of 64,Ku'uipo Chan,Waldorf (W),BYE,,,
2022,130,Round of 64,Corinne Robertson,Ottawa (W),BYE,,,
2022,170,Round of 32,Bailey Dennis,Southern Oregon (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #2,Kailee Godinez,Cumberlands (W),BYE,,,
2022,123,Round of 64,Dylan Hernandez,Cumberlands (W),BYE,,,
2022,155,Round of 64,Tenley Swope,Eastern Oregon (W),BYE,,,
2022,123,Consi of 32 #1,Dakota Darby,Ottawa (W),BYE,,,
2022,101,Consi of 16 #1,Kassidy Ramirez,Lyon,BYE,,,
2022,143,Consi of 32 #2,Lianna Souza,Wayland Baptist (W),BYE,,,
2022,170,Consi of 16 #1,,,BYE,,,
2022,170,Round of 32,Chamira Cooper,Cumberlands (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,170,Consi of 16 #1,,,BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #2,Ku'uipo Chan,Waldorf (W),BYE,,,
2022,143,Consi of 32 #2,Kaylee Narlock,Jamestown (W),BYE,,,
2022,155,Round of 64,Mahealani Ramirez,Missouri Valley (W),BYE,,,
2022,123,Consi of 32 #2,Tonya Flournory,St. Andrews (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,130,Round of 64,Araya Boday,University of St. Mary's (W),BYE,,,
2022,155,Consi of 32 #1,Ilaisaane Latu,Hastings (W),BYE,,,
2022,123,Consi of 32 #2,Yalita Arroyo,Friends University (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,155,Consi of 32 #2,Irene Sanchez Figuera,Oklahoma City (W),BYE,,,
2022,123,Round of 64,Lauren LopezÂ,University of St. Mary's (W),BYE,,,
2022,109,Consi of 16 #1,Melanie Salazar,Simpson University,BYE,,,
2022,130,Round of 64,Jennifer Castaneda,Waldorf (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,143,Round of 64,Samantha Snow,Indiana Tech (W),BYE,,,
2022,123,Consi of 32 #2,Kimberly Evangelista,Central Christian (W),BYE,,,
2022,155,Round of 64,Brittani Burgess,Ottawa (W),BYE,,,
2022,155,Consi of 32 #2,Alexys Zepeda,Corban (W),BYE,,,
2022,101,Consi of 16 #1,Abby Jastal,Central Methodist (W),BYE,,,
2022,155,Consi of 32 #1,Emma Schrieber,Missouri Baptist (W),BYE,,,
2022,123,Consi of 32 #1,McKenna Deckelman,Central Methodist (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #2,Sidalie Jaramillo,University of St. Mary's (W),BYE,,,
2022,130,Round of 64,Lexie Basham,Texas Wesleyan (W),BYE,,,
2022,123,Round of 64,Abbi Link,Hastings (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,143,Round of 64,Carley Anderson,Indiana Tech (W),BYE,,,
2022,143,Round of 64,Sidalie Jaramillo,University of St. Mary's (W),BYE,,,
2022,130,Round of 64,Olivia Branson,Baker (W),BYE,,,
2022,130,Round of 64,Cassidy Anderson,Central Christian (W),BYE,,,
2022,130,Round of 64,Avery Thomason,Midland (W),BYE,,,
2022,130,Round of 64,Gabbie Parini,Providence (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,155,Round of 64,Berenice Espino,Waldorf (W),BYE,,,
2022,130,Round of 64,Emily Paulino,Midland (W),BYE,,,
2022,170,Round of 32,Andrea Smith,William Penn (W),BYE,,,
2022,101,Round of 32,Emma Cochran,Grand View (W),BYE,,,
2022,155,Round of 64,Mandy Camacho,Jamestown (W),BYE,,,
2022,130,Round of 64,Julia Vidallon,Life (W),BYE,,,
2022,191,Consi of 16 #1,Samantha Ruano,William Penn (W),BYE,,,
2022,143,Round of 64,Sadie Forman,Wayland Baptist (W),BYE,,,
2022,191,Consi of 16 #1,Jazlind Warren,Hastings (W),BYE,,,
2022,155,Round of 64,Salima Omari,William Penn (W),BYE,,,
2022,123,Round of 64,Marissa Burt,Jamestown (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,170,Consi of 16 #1,Jolette Miner-Ho,Providence (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,143,Consi of 32 #2,Brelane Huber,Campbellsville (W),BYE,,,
2022,155,Consi of 32 #2,Jennifer Jimenez,Waldorf (W),BYE,,,
2022,130,Round of 64,Cindy Zepeda,Menlo,BYE,,,
2022,155,Round of 64,Gabrielle Tata-Rodrigues,Corban (W),BYE,,,
2022,155,Round of 64,Brooke-Lynn Rush,Missouri Valley (W),BYE,,,
2022,116,Consi of 16 #1,Briana Funakoshi,Life (W),BYE,,,
2022,130,Consi of 32 #2,Jaden South,Corban (W),BYE,,,
2022,130,Round of 64,Rebekah Garcia,Lyon,BYE,,,
2022,170,Consi of 16 #1,Raziyah Thomas,Avila University (W),BYE,,,
2022,101,Round of 32,Madison Brown,Texas Wesleyan (W),BYE,,,
2022,123,Consi of 32 #2,Lauren LopezÂ,University of St. Mary's (W),BYE,,,
2022,155,Round of 64,Marissa Salazar,Friends University (W),BYE,,,
2022,130,Consi of 32 #1,Hayden Oaks,Ottawa (W),BYE,,,
2022,130,Round of 64,Lydia Nelson,William Penn (W),BYE,,,
2022,101,Round of 32,Tianna Fernandez,Menlo,BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,155,Consi of 32 #2,tyeisha takamori,Midland (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,130,Consi of 32 #2,Desinee Lopez,Southern Oregon (W),BYE,,,
2022,143,Round of 64,Alexis Gomez,Grand View (W),BYE,,,
2022,170,Round of 32,Sierra Talmadge,Jamestown (W),BYE,,,
2022,143,Round of 64,Elizabeth Ramirez,University of St. Mary's (W),BYE,,,
2022,123,Consi of 32 #2,Sophia Smith,Oklahoma City (W),BYE,,,
2022,170,Round of 32,Brittyn Corbishley,Texas Wesleyan (W),BYE,,,
2022,123,Round of 64,Jasmine Hernandez,Lyon,BYE,,,
2022,143,Consi of 32 #1,Audrey Driskell,Lincoln,BYE,,,
2022,155,Round of 64,Kendra Thompson,Campbellsville (W),BYE,,,
2022,143,Round of 64,Emma Walker,Campbellsville (W),BYE,,,
2022,109,Round of 32,Laura Lincoln,Lyon,BYE,,,
2022,123,Round of 64,Lizzete Young,Menlo,BYE,,,
2022,143,Round of 64,Morgan Mackey,Providence (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,191,Round of 32,Natalia Villegas,Grand View (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Alana Vivas,Menlo,BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,123,Round of 64,Laila Sa,Life (W),BYE,,,
2022,143,Consi of 32 #2,Nayeli Maston,Eastern Oregon (W),BYE,,,
2022,143,Consi of 32 #1,Brianne Whited,Central Methodist (W),BYE,,,
2022,123,Consi of 32 #1,,,BYE,,,
2022,123,Consi of 32 #2,Abbi Link,Hastings (W),BYE,,,
2022,123,Round of 64,Mami Selemani,William Penn (W),BYE,,,
2022,143,Consi of 32 #1,,,BYE,,,
2022,155,Round of 64,Alia Abushi,Menlo,BYE,,,
2022,130,Round of 64,Jo-Ellen Hutto,St. Andrews (W),BYE,,,
2022,170,Consi of 16 #1,Jordan Roberts,Missouri Baptist (W),BYE,,,
2022,143,Consi of 32 #2,Andrea Montoya,Central Methodist (W),BYE,,,
2022,143,Consi of 32 #2,Morgan Mackey,Providence (W),BYE,,,
2022,130,Round of 64,Corrine McClure,Central Methodist (W),BYE,,,
2022,170,Round of 32,Charity Goldsmith-Ding,York (W),BYE,,,
2022,123,Round of 64,Katy Figueroa,York (W),BYE,,,
2022,155,Round of 64,Gabriella Escamilla,Oklahoma City (W),BYE,,,
2022,123,Round of 64,Yalita Arroyo,Friends University (W),BYE,,,
2022,155,Consi of 32 #2,Autumn Terhune,Indiana Tech (W),BYE,,,
2022,155,Consi of 32 #2,Gabriella Escamilla,Oklahoma City (W),BYE,,,
2022,123,Round of 64,Carolina Moreno,Southern Oregon (W),BYE,,,
2022,123,Round of 64,Tonya Flournory,St. Andrews (W),BYE,,,
2022,123,Round of 64,Josie Bartishofski,Jamestown (W),BYE,,,
2022,143,Round of 64,Ramona Jimenez,Southern Oregon (W),BYE,,,
2022,130,Consi of 32 #1,,,BYE,,,
2022,155,Round of 64,Irene Sanchez Figuera,Oklahoma City (W),BYE,,,
2022,123,Round of 64,Karoline Ortiz,Missouri Baptist (W),BYE,,,
2022,130,Consi of 32 #2,Avery Thomason,Midland (W),BYE,,,
2022,155,Consi of 32 #1,,,BYE,,,
2022,130,Round of 64,Willow Barnes,Missouri Valley (W),BYE,,,
2021,191,Finals,Nkechinyere Nwankwo,,VFA,1:48 6-2,Elisa Robinson,
2021,170,Finals,Jordan Nelson,,VPO1,5-1,Alexandra Castillo,
2021,155,Finals,Sienna Ramirez,,VSU,10-0 3:27,Morgan Mayginnes,
2021,143,Finals,Waipuilani Estrella-Beauchamp,,VPO1,4-3,Erin Redford,
2021,136,Finals,Desiree Zavala,,VSU,10-0 0:51,Randi Robison,
2021,130,Finals,Bridgette Duty,,VSU1,12-2 3:33,Angela Vitiritti,
2021,123,Finals,Jasmine Hernandez,,VFA,4:35 13-4,Julia Vidallon,
2021,116,Finals,Peyton Prussin,,VSU,10-0 3:45,Charlotte Fowler,
2021,109,Finals,McKayla Campbell,,VPO1,16-14,Asia Ray,
2021,101,Finals,Nina Pham,,VFA,2:19 8-0,Ivy Navarro,
2021,191,5th Place,MaQuoia Bernabe,Cumberlands (W),VPO1,4-2,Victoria Hinojo,Oklahoma City (W)
2021,191,3rd Place,Kelani Corbett,Lyon (W),VFA,2:38 8-1,Brianna Staebler,Campbellsville (W)
2021,191,7th Place,Catherine Palmieri,,VFA,1:34 6-0,Kelly LaCost,
2021,170,3rd Place,Sierra Talmadge,Jamestown (W),VPO1,3-3,Hunter Robinson,Grand View (W)
2021,170,7th Place,Shania Gowan,,VCA,4-0,Danielle Saldivar,
2021,170,5th Place,Chamira Cooper,Cumberlands (W),VFA,2:38 10-0,Jennifer Curry,Baker (W)
2021,155,7th Place,Tiyahna Askew,,VFA,5:43 5-4,Dempsi Talkington,
2021,155,3rd Place,Kendra Thompson,Campbellsville (W),VFA,4:51 13-8,Kamalamaokapomahealani Lewis,Midland (W)
2021,155,5th Place,Cierra Foster,Oklahoma City (W),VFA,0:35 4-0,Destinee Rivera,Life (W)
2021,143,5th Place,Jordan Suarez,Wayland Baptist (W),VPO1,11-3,Sydney Freund,Oklahoma City (W)
2021,143,3rd Place,Emma Walker,Campbellsville (W),VPO1,11-8,Samantha Snow,Indiana Tech
2021,143,7th Place,Ashley Ikner,,VSU,10-0 1:06,nancy becerra,
2021,136,7th Place,Angelina Prado,,VSU,10-0 5:51,Luisita Jara,
2021,136,5th Place,Destiny Lyng,Oklahoma City (W),VFA,2:02 6-0,Brigid Shannon,
2021,136,3rd Place,Andrea Schlabach,,VFA,2:00 4-0,Savanna Mccutchen,Missouri Valley (W)
2021,130,7th Place,Briana Kellin,,VPO1,10-2,Sophia Smith,
2021,130,3rd Place,Mea Mohler,,VFA,3:42 5-0,De'anna Prince,Wayland Baptist (W)
2021,130,5th Place,Alexandra Baudhuin,Jamestown (W),VFO,0-0,Diana Dzasezeva,
2021,123,7th Place,Glory Konecny,,VPO1,2-1,Jasmin Davis,
2021,123,3rd Place,Katlyn Pizzo,,VFA,0:49 6-0,Jacqueline Ghent,
2021,123,5th Place,Theresa Rankin,,VFO,0-0,Nichole Moore,
2021,116,5th Place,Arianna Marrufo,,VPO1,8-5,Josie Bartishofski,
2021,116,3rd Place,Stefana Jelacic,,VPO1,10-8,Camille Fournier,
2021,116,7th Place,Serenity Durham Goree,,VPO,7-0,Carolina Johnson,
2021,109,5th Place,Emma Cochran,,VPO1,9-2,Katalina Bartelt,
2021,109,7th Place,Rayana Sahagun,,VPO1,5-5,Kory Phillips,
2021,109,3rd Place,Macie Stewart,,VFA,0:42 4-0,Tehani Soares,
2021,101,5th Place,Ira Navarro,,VSU1,12-2 5:00,Devyn Gomez,
2021,101,3rd Place,Esthella Trevino,,VFA,0:36 4-0,Madison Brown,
2021,101,7th Place,Alaura Couch,,VFA,1:24 6-2,Angelina Casteneda,
2021,191,Consi-Semis,Brianna Staebler,Campbellsville (W),VFA,2:48 7-2,Victoria Hinojo,Oklahoma City (W)
2021,191,Consi-Semis,Kelani Corbett,Lyon (W),VSU,10-0 4:41,MaQuoia Bernabe,Cumberlands (W)
2021,155,Consi-Semis,Kamalamaokapomahealani Lewis,Midland (W),VFA,5:59 8-6,Cierra Foster,Oklahoma City (W)
2021,170,Consi-Semis,Sierra Talmadge,Jamestown (W),VFA,2:17 5-0,Jennifer Curry,Baker (W)
2021,155,Consi-Semis,Kendra Thompson,Campbellsville (W),VPO1,4-1,Destinee Rivera,Life (W)
2021,170,Consi-Semis,Hunter Robinson,Grand View (W),VPO1,5-1,Chamira Cooper,Cumberlands (W)
2021,130,Consi-Semis,De'anna Prince,Wayland Baptist (W),VPO1,12-8,Alexandra Baudhuin,Jamestown (W)
2021,143,Consi-Semis,Emma Walker,Campbellsville (W),VPO1,9-8,Jordan Suarez,Wayland Baptist (W)
2021,143,Consi-Semis,Samantha Snow,Indiana Tech,VPO1,8-4,Sydney Freund,Oklahoma City (W)
2021,136,Consi-Semis,Savanna Mccutchen,Missouri Valley (W),VFA,2:42 3-8,Destiny Lyng,Oklahoma City (W)
2021,123,Consi-Semis,Jacqueline Ghent,Campbellsville (W),VIN,3:39 1-5,Nichole Moore,Baker (W)
2021,130,Consi-Semis,Mea Mohler,Texas Wesleyan (W),VIN,1:48 4-0,Diana Dzasezeva,Waldorf (W)
2021,109,Consi-Semis,Tehani Soares,Indiana Tech,VFA,2:39 10-2,Emma Cochran,Grand View (W)
2021,136,Consi-Semis,Andrea Schlabach,Grand View (W),VFA,2:53 2-0,Brigid Shannon,Corban
2021,116,Consi-Semis,Camille Fournier,Texas Wesleyan (W),VSU,11-0 4:03,Josie Bartishofski,Jamestown (W)
2021,123,Consi-Semis,Katlyn Pizzo,Campbellsville (W),VFA,2:31 13-1,Theresa Rankin,Lourdes
2021,101,Consi-Semis,Madison Brown,Texas Wesleyan (W),VFA,4:47 10-3,Ira Navarro,Providence (W)
2021,101,Consi-Semis,Esthella Trevino,Southern Oregon (W),VSU,10-0 0:40,Devyn Gomez,Life (W)
2021,191,Consi of 4,MaQuoia Bernabe,,VPO,3-0,Kelly LaCost,
2021,116,Consi-Semis,Stefana Jelacic,Lourdes,VSU,10-0 3:00,Arianna Marrufo,Jamestown (W)
2021,155,Consi of 4,Destinee Rivera,,VPO,2-0,Dempsi Talkington,
2021,109,Consi-Semis,Macie Stewart,Southern Oregon (W),VFA,2:52 9-13,Katalina Bartelt,Life (W)
2021,170,Consi of 4,Jennifer Curry,,VPO1,5-1,Danielle Saldivar,
2021,191,Consi of 4,Brianna Staebler,,VFA,1:04 4-0,Catherine Palmieri,
2021,170,Consi of 4,Chamira Cooper,,VFA,1:08 4-0,Shania Gowan,
